,,,,,,,,,,,,,,,,,LATITUD,LONGITUD,DISTRITO,TIPO,
10716065,Semana Cultural Villa de Vallecas,514,0,1,"L,M,X,J,V,S,D",2018-06-11 00:00:00.0,2018-06-17 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2c90ddee59693610VgnVCM1000001d4a900aRCRD,Semana Cultural Villa de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6f9747539a293610VgnVCM1000001d4a900aRCRD,,,,,40.418783625616,-3.68665194710036,RETIRO,/contenido/actividades/CuentacuentosTiteresMarionetas,
10730746,Se�or Coconut,515,1,0,,2018-07-03 00:00:00.0,2018-07-03 23:59:00.0,22:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0ac59bf74e8f3610VgnVCM1000001d4a900aRCRD,Se�or Coconut,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=34159bf74e8f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,440946,4471394,40.4280288900188,-3.71018235358184,CENTRO,/contenido/actividades/DanzaBaile,
10729357,Sethler: Transmisi�n Alternativa de Cultura,516,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,11:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef81687abc2f3610VgnVCM1000001d4a900aRCRD,Sethler: Transmisi�n Alternativa de Cultura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aa21687abc2f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Eugenio Tr�as. Casa de Fieras de El Retiro,442345,4474221,40.4064738928498,-3.7327010920242,LATINA,/contenido/actividades/Musica,
10730801,Six Pianos + Big Sun,517,1,0,,2018-07-24 00:00:00.0,2018-07-24 23:59:00.0,22:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=47998ed8249f3610VgnVCM1000001d4a900aRCRD,Six Pianos + Big Sun,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=80f88ed8249f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD,Matadero Madrid,440946,4471394,,,,/contenido/actividades/1ciudad21distritos,
10710960,Sol y Luna,518,0,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,00:00,A las 11 y a las 13 horas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=06250a6a6f273610VgnVCM2000001f4a900aRCRD,Sol y Luna,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=12140a6a6f273610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD,Teatro Municipal de T�teres. Parque de El Retiro,441748,4474466,40.4486310635769,-3.7045265016586,TETUAN,/contenido/actividades/TeatroPerformance/MusicalCabaret,/usuario/Ni�os
10727443,Solsticio Danza en Conde Duque,519,0,1,"L,M,X,J,V,S,D",2018-06-20 00:00:00.0,2018-06-30 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=795e135df1ed3610VgnVCM1000001d4a900aRCRD,Solsticio Danza en Conde Duque,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cf2d135df1ed3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Conde Duque,439869,4475716,40.3955293121433,-3.75626674643732,LATINA,/contenido/actividades/DanzaBaile,
10721826,Son Rivas,520,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,19:00,"Boleros, sones y guarachas en las voces e instrumentos de excelentes m�sicos cubanos.  Recomendada  para mayores 12 a�os.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c105d085d5b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Socio Cultural San Jos� de Calasanz (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97a7b1a5e9470610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural San Jos� de Calasanz (Latina),437830,4473132,40.4293527096082,-3.6648197907356,SALAMANCA,/contenido/actividades/Campamentos,
10718776,Soul: Astrid Jones & The Blue Flaps + Nora Norman,521,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a2bf5f8ea17a3610VgnVCM1000001d4a900aRCRD,Soul: Astrid Jones & The Blue Flaps + Nora Norman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=79bf5f8ea17a3610VgnVCM1000001d4a900aRCRD,,,,,40.4293527096082,-3.6648197907356,SALAMANCA,/contenido/actividades/Campamentos,
10721547,Sue�os de Mujer,522,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,20:00,Cabaret   A cargo de Asociaci�n cultural Ateneo Cultural Bastit y Espacio de Igualdad Hermanas Mirabal.  Edad recomendada : mayores 16 a�os.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2dea8627975b3610VgnVCM1000001d4a900aRCRD,Actividades en el Centro Sociocultural Jos� de Espronceda. Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1210309442103610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Jos� Espronceda (Tetu�n),440258,4477792,40.4923182843088,-3.69063420812033,FUENCARRAL-EL PARDO,/contenido/actividades/CursosTalleres,
10721634,"Suit Espa�ola, antolog�a de la danza",523,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,19:00,"El Ballet espa�ol de Latina, presenta Suit Espa�ola, antolog�a de la danza, bajo la direcci�n de Gemma Marquina.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8364b55d65b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Cultural Fernando de los R�os (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Fernando de los R�os (Latina),435819,4471933,40.4468185923003,-3.57274116382091,SAN BLAS-CANILLEJAS,/contenido/actividades/CircoMagia,
10716903,Summer Camp 2018,524,0,1,"L,M,X,J,V,S,D",2018-07-02 00:00:00.0,2018-07-13 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a65b6ca175a3610VgnVCM1000001d4a900aRCRD,Summer Camp 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e14b6ca175a3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dd5b79262ef5d010VgnVCM1000000b205a0aRCRD,Centro Municipal de Mayores 'Maestro Alonso',443717,4475833,,,,/contenido/actividades/1ciudad21distritos,
10716904,Summer Camp 2018,525,0,1,"L,M,X,J,V,S,D",2018-07-16 00:00:00.0,2018-07-27 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2875b6ca175a3610VgnVCM1000001d4a900aRCRD,Summer Camp 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e14b6ca175a3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dd5b79262ef5d010VgnVCM1000000b205a0aRCRD,Centro Municipal de Mayores 'Maestro Alonso',443717,4475833,40.3507479743351,-3.67730644219692,VILLAVERDE,/contenido/actividades/ActividadesCalleArteUrbano,
10491533,Summertime party con �zumba!,526,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,18:00,"�Fiesta!, laboratorio de zumos tropicales y masterclass de zumba para darle la bienvenida al verano y las vacaciones como se merece.     Fecha y hora de celebraci�n : s�bado 23 de junio de 18 a 20 horas.   Plazas:  12   Periodo de inscripci�n:  hasta el 22 de junio.    Para inscribirte:    e-mail:  actividadeshontalbilla@gmail.com   Tel�fono: 917 342 878  Horario de informaci�n: mi�rcoles y jueves de 12:30 a 14 horas y de 16:30 a 20:30 horas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84e805b07f89e510VgnVCM1000001d4a900aRCRD,Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d868027e7628d310VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD,Centro Juvenil Hontalbilla (Fuencarral - El Pardo),441474,4482632,40.4060959185717,-3.64653610706351,MORATALAZ,/contenido/actividades/CineActividadesAudiovisuales,/usuario/Jovenes
10720851,Super Clown,527,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df61009bce0b3610VgnVCM2000001f4a900aRCRD,Super Clown,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ddcf009bce0b3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD,Centro Cultural Jos� Luis L�pez V�zquez (San Blas - Canillejas),451431,4477509,40.3975850662447,-3.72073863285624,CARABANCHEL,/contenido/actividades/CursosTalleres,
10719897,Swing: Ole Swing + The Dixielites,528,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0319528fcdfa3610VgnVCM1000001d4a900aRCRD,Swing: Ole Swing + The Dixielites,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2619528fcdfa3610VgnVCM1000001d4a900aRCRD,,,,,40.379536824272,-3.61690158560319,VILLA DE VALLECAS,,
10716355,Tadeo  Jones 2. El Secreto del rey Midas. (2017. Espa�a) / Hand�a ( 2017. Espa�a),529,1,0,,2018-07-27 00:00:00.0,2018-07-27 23:59:00.0,21:45,"Tadeo Jones 2. El secreto de rey Midas , de Enrique Gato.  Animaci�n. Espa�a 2017. 81�. Apta para todos los p�blicos y  especialmente recomendada para la infancia. Fant�stico.     Premios Goya 2018: Mejor pel�cula de animaci�n.  Premios Gaud� 2018.     Tadeo Jones viaja hasta Las Vegas para asistir a la presentaci�n del �ltimo descubrimiento de una famosa arque�loga: el papiro que demuestra la existencia del Collar de Midas, el m�tico Rey que convert�a en oro todo aquello que tocaba.          Hand�a , de Aitor Arregi y Jon Gara�o. Con Eneko Sagardoy, Joseba Usabiaga, Ram�n Agirre Espa�a 2017. 116�.     No recomendada para menores de 12 a�os. Historica / Leyendas fant�sticas.  10 Goyas y Premio Especial del Jurado en S. Sebasti�n.     Tras haber luchado en la Primera Guerra Carlista, nuestro protagonista vuelve a su caser�o familiar en Guip�zcoa y all� descubre con sorpresa que su hermano menor, es mucho m�s alto de lo normal y no para de crecer?.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=153d0f69bf693610VgnVCM1000001d4a900aRCRD,Cine de verano. Villaverde 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=099b23eb8e193610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Los Rosales (Villaverde),442482,4466908,40.379536824272,-3.61690158560319,VILLA DE VALLECAS,/contenido/actividades/CursosTalleres,
10718652,Tadeo Jones 2: el secreto del rey Midas,530,1,0,,2018-06-30 00:00:00.0,2018-06-30 23:59:00.0,12:00,"Dirigida por Enrique Gato y David Alonso.  Reparto: animaci�n.   Apta para todos los p�blicos.   Sinopsi: Tadeo  Jones  viaja hasta Las Vegas para asistir a la presentaci�n del �ltimo descubrimiento de la arque�loga Sara Lavroff: el papiro que demuestra la existencia del collar de Midas, el m�tico rey que convert�a en oro todo aquello que tocaba. Pero el feliz reencuentro se ver� enturbiado cuando un malvado ricach�n secuestra a Sara para poder encontrar el talism�n y conseguir riquezas infinitas. Junto a sus amigos el loro Belzoni y su perro  Jeff , Tadeo tendr� que hacer uso de su ingenio para rescatar a Sara, en un viaje por medio mundo, donde encontrar� nuevos ammigos �y nuevos villanos!.   Se repartir�n como m�ximo dos entradas por persona y desde una hora antes del comienzo de la actividad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fcaa5f8ea17a3610VgnVCM1000001d4a900aRCRD,Actividades infantiles en  Moratalaz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd0a5f8ea17a3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural el Torito (Moratalaz),445141,4473033,40.4138864430981,-3.7054840717142,CENTRO,/contenido/actividades/CursosTalleres,"/usuario/Ni�os,/usuario/Familias"
10678805,Taller de animaci�n a la lectura,531,1,1,M,2018-04-03 00:00:00.0,2018-06-26 23:59:00.0,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8d170a64e9a92610VgnVCM2000001f4a900aRCRD,Taller de animaci�n a la lectura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5b9a68d0dba92610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=628e3d0b5e71c010VgnVCM1000000b205a0aRCRD,Biblioteca P�blica Municipal Ana Mar�a Matute (Carabanchel),438836,4472137,40.4252566828558,-3.72572571817611,MONCLOA-ARAVACA,,/usuario/Ni�os
6869568,Taller de Batucada Batuxidando,532,1,1,X,2018-06-06 00:00:00.0,2018-06-27 23:59:00.0,19:00,El grupo de batucada del CJ El Sitio de mi recreo BATUXIDANDO busca personas para llenar sus plazas libres. Si no sabes tocar o no has participado nunca en una batucada no importa; aqu� te ense�amos porque �somos taller de aprendizaje y grupo a la vez!    Fecha y hora de celebraci�n:  todos los mi�rcoles de 19 a 21   Plazas:  20   Periodo de inscripci�n:  abierto hasta completar plazas.     Para inscribirte:    e-mail:  actividadeselrecreo@gmail.com   Tel�fono: 913 320 198  Horario de informaci�n: mi�rcoles y jueves de 12:30 a 14 horas y lunes a viernes de 16:30 a 20:30 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b90f26e61e28d310VgnVCM1000000b205a0aRCRD,Actividades en el centro juvenil 'El sitio de mi recreo (Villa de Vallecas). Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b53097ff7fcec310VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),447634,4470066,40.4091151246453,-3.67932907851844,RETIRO,,/usuario/Jovenes
7692706,Taller de c�cteles sin alcohol,533,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,18:00,Taller dinamizado donde aprender�s a realizar diferentes c�cteles a base de frutas y refrescos. No hace falta alcohol para disfrutar de una refrescante bebida.       Celebraci�n:  viernes 22 de junio a las 18 horas.   Inscripci�n : abierto hasta completar plazas   Plazas : hasta completar aforo    Para inscribirte:    e-mail:  actividadeselrecreo@gmail.com   Tel�fono: 913 320 198  Horario de informaci�n: mi�rcoles y jueves de 12:30 a 14 horas y lunes a viernes de 16:30 a 20:30 horas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dcecb64118139410VgnVCM2000000c205a0aRCRD,Actividades en el centro juvenil 'El sitio de mi recreo (Villa de Vallecas). Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b53097ff7fcec310VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),447634,4470066,40.3463626833418,-3.70852439589738,VILLAVERDE,/contenido/actividades/Exposiciones,/usuario/Jovenes
10704611,Taller de grabado,534,1,1,"L,M,X,J,V,S,D",2018-06-20 00:00:00.0,2018-06-21 23:59:00.0,10:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=07d64c8ada443610VgnVCM1000001d4a900aRCRD,Talleres del mes de junio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9665c6b0b9e33610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,440146,4473936,40.4138864430981,-3.7054840717142,CENTRO,/contenido/actividades/CursosTalleres,
10439123,Taller de grabado para adultos en la Ermita de San Antonio de la Florida,535,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,11:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=93b36e5acaf4d510VgnVCM2000001f4a900aRCRD,Taller de grabado para adultos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a04163caf841b510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=75950204770e7310VgnVCM2000000c205a0aRCRD,Ermita de San Antonio de la Florida (Museo),438439,4475212,40.4273776021063,-3.71061168878098,CENTRO,/contenido/actividades/Campamentos,
10729099,Taller de jabones artesanales.,536,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,17:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1ea8687abc2f3610VgnVCM1000001d4a900aRCRD,Taller de jabones artesanales.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f68687abc2f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97521076c081c010VgnVCM1000000b205a0aRCRD,Aula de ecolog�a: La Caba�a del Retiro,442360,4473388,40.4484289257626,-3.59809698881874,SAN BLAS-CANILLEJAS,/contenido/actividades/CursosTalleres,
10714343,Taller de pintura infantil,537,1,1,"L,M,X,J,V,S",2018-06-24 00:00:00.0,2018-06-30 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6056d9d41ec83610VgnVCM2000001f4a900aRCRD,Taller de pintura infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3526d9d41ec83610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural �gata (Villaverde),442001,4471735,40.4096669710276,-3.70157429163688,CENTRO,/contenido/actividades/CineActividadesAudiovisuales,
10704586,Taller de tipograf�a,538,1,1,"L,M,X,J,V,S,D",2018-06-20 00:00:00.0,2018-06-21 23:59:00.0,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7ad44c8ada443610VgnVCM1000001d4a900aRCRD,Talleres del mes de junio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9665c6b0b9e33610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=26a38ed67151c010VgnVCM2000000c205a0aRCRD,Imprenta Municipal - Artes del libro,440146,4473936,40.4264663557492,-3.70494354570386,CENTRO,/contenido/actividades/CursosTalleres,
10730465,Taller de verano: Laboratorio de artistas,539,1,1,"M,X,J,V",2018-07-10 00:00:00.0,2018-07-13 23:59:00.0,09:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3c14f1c6498f3610VgnVCM2000001f4a900aRCRD,Campamento taller de verano: Laboratorio de artistas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a263f1c6498f3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84a55c2cdc41c010VgnVCM2000000c205a0aRCRD,Museo de Arte Contempor�neo de Madrid,439723,4475437,,,,,/usuario/Jovenes
10720319,Taller gratuito de meditaci�n,540,1,1,V,2018-06-01 00:00:00.0,2018-06-22 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8a0401280ffa3610VgnVCM2000001f4a900aRCRD,Taller gratuito de meditaci�n,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db5201280ffa3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),449282,4477702,40.4073163281805,-3.74746541690697,LATINA,/contenido/actividades/Musica,
